Sub-subheading,Subheading,Main Heading,Links,Full Links,Main Heading_translated,Subheading_translated,Sub-subheading_translated
Résistance africaine,Résistance africaine,Désinformation médicale,"['/wiki/Facebook', '/wiki/Cameroun']","['https://fr.wikipedia.org/wiki/Facebook', 'https://fr.wikipedia.org/wiki/Cameroun']",Medical disinformation,African resistance,African resistance
Liens entre coronavirus et déploiement des réseaux 5G,Liens entre coronavirus et déploiement des réseaux 5G,Désinformation médicale,"['/wiki/BBC', '/wiki/5G', '/wiki/Wuhan', '/wiki/Diamond_Princess_(navire_de_croisière)', '/wiki/Thomas_Cowan', '/wiki/Médecine_alternative', '/wiki/Rudolf_Steiner', '/wiki/Pseudoscience', '/wiki/Anthroposophie', '/wiki/Transmission_radio', '/wiki/Keri_Hilson', '/wiki/Georges_C._Benjamin', '/wiki/Université_de_Reading', '/wiki/Royaume-Uni', '/wiki/Pays-Bas']","['https://fr.wikipedia.org/wiki/BBC', 'https://fr.wikipedia.org/wiki/5G', 'https://fr.wikipedia.org/wiki/Wuhan', 'https://fr.wikipedia.org/wiki/Diamond_Princess_(navire_de_croisière)', 'https://fr.wikipedia.org/wiki/Thomas_Cowan', 'https://fr.wikipedia.org/wiki/Médecine_alternative', 'https://fr.wikipedia.org/wiki/Rudolf_Steiner', 'https://fr.wikipedia.org/wiki/Pseudoscience', 'https://fr.wikipedia.org/wiki/Anthroposophie', 'https://fr.wikipedia.org/wiki/Transmission_radio', 'https://fr.wikipedia.org/wiki/Keri_Hilson', 'https://fr.wikipedia.org/wiki/Georges_C._Benjamin', 'https://fr.wikipedia.org/wiki/Université_de_Reading', 'https://fr.wikipedia.org/wiki/Royaume-Uni', 'https://fr.wikipedia.org/wiki/Pays-Bas']",Medical disinformation,Links between coronavirus and deployment of 5G networks,Links between coronavirus and deployment of 5G networks
Transmission du virus par les animaux,Transmission du virus par les animaux,Désinformation médicale,"['/wiki/Animal_domestique', '/wiki/Fourrière_animale', '/wiki/Société_protectrice_des_animaux', '/wiki/Felidae', '/wiki/Vecteur_(biologie)']","['https://fr.wikipedia.org/wiki/Animal_domestique', 'https://fr.wikipedia.org/wiki/Fourrière_animale', 'https://fr.wikipedia.org/wiki/Société_protectrice_des_animaux', 'https://fr.wikipedia.org/wiki/Felidae', 'https://fr.wikipedia.org/wiki/Vecteur_(biologie)']",Medical disinformation,Virus transmission by animals,Virus transmission by animals
"Croyances erronées sur la façon de tuer le virus, de prévenir l'infection ou d'effectuer des auto-tests","Croyances erronées sur la façon de tuer le virus, de prévenir l'infection ou d'effectuer des auto-tests",Désinformation médicale,"['/wiki/Pseudo-traitements_contre_la_Covid-19', '/wiki/Fenouil_commun', '/wiki/Ail_cultivé', '/wiki/Ase_fétide', '/wiki/Andrographis_paniculata', '/wiki/Foie', '/wiki/Eau_de_Javel', '/wiki/Nano-argent', '/wiki/Méthanol', '/wiki/Quinine', '/wiki/Alcaloïde', '/wiki/Antipyrétique', '/wiki/Antalgique', '/wiki/Paludisme', '/wiki/Schweppes', '/wiki/Huile_de_sésame', '/wiki/Chlore', '/wiki/Sauna', '/wiki/Sèche-cheveux']","['https://fr.wikipedia.org/wiki/Pseudo-traitements_contre_la_Covid-19', 'https://fr.wikipedia.org/wiki/Fenouil_commun', 'https://fr.wikipedia.org/wiki/Ail_cultivé', 'https://fr.wikipedia.org/wiki/Ase_fétide', 'https://fr.wikipedia.org/wiki/Andrographis_paniculata', 'https://fr.wikipedia.org/wiki/Foie', 'https://fr.wikipedia.org/wiki/Eau_de_Javel', 'https://fr.wikipedia.org/wiki/Nano-argent', 'https://fr.wikipedia.org/wiki/Méthanol', 'https://fr.wikipedia.org/wiki/Quinine', 'https://fr.wikipedia.org/wiki/Alcaloïde', 'https://fr.wikipedia.org/wiki/Antipyrétique', 'https://fr.wikipedia.org/wiki/Antalgique', 'https://fr.wikipedia.org/wiki/Paludisme', 'https://fr.wikipedia.org/wiki/Schweppes', 'https://fr.wikipedia.org/wiki/Huile_de_sésame', 'https://fr.wikipedia.org/wiki/Chlore', 'https://fr.wikipedia.org/wiki/Sauna', 'https://fr.wikipedia.org/wiki/Sèche-cheveux']",Medical disinformation,"Erroneous beliefs on how to kill the virus, prevent infection or carry out auto-tests","Erroneous beliefs on how to kill the virus, prevent infection or carry out auto-tests"
Médicaments,Médicaments,Désinformation médicale,"['/wiki/Traitement_(médecine)', '/wiki/Automédication', '/wiki/Chloroquine', '/wiki/Solution_hydroalcoolique', '/wiki/Cancer']","['https://fr.wikipedia.org/wiki/Traitement_(médecine)', 'https://fr.wikipedia.org/wiki/Automédication', 'https://fr.wikipedia.org/wiki/Chloroquine', 'https://fr.wikipedia.org/wiki/Solution_hydroalcoolique', 'https://fr.wikipedia.org/wiki/Cancer']",Medical disinformation,Drugs,Drugs
Transmission par les aliments,Transmission par les aliments,Désinformation médicale,"[""/wiki/Agence_canadienne_d'inspection_des_aliments"", '/wiki/Chaîne_du_froid', '/wiki/Vinaigre#Vinaigre_blanc']","[""https://fr.wikipedia.org/wiki/Agence_canadienne_d'inspection_des_aliments"", 'https://fr.wikipedia.org/wiki/Chaîne_du_froid', 'https://fr.wikipedia.org/wiki/Vinaigre#Vinaigre_blanc']",Medical disinformation,Food transmission,Food transmission
Tests rapides de diagnostic vendus en ligne,Tests rapides de diagnostic vendus en ligne,Désinformation médicale,"['/wiki/Porteur_sain', '/wiki/Coronavirus', '/wiki/Anticorps', '/wiki/Faux_positif', '/wiki/Porteur_sain', '/wiki/Agence_fédérale_des_médicaments_et_des_produits_de_santé']","['https://fr.wikipedia.org/wiki/Porteur_sain', 'https://fr.wikipedia.org/wiki/Coronavirus', 'https://fr.wikipedia.org/wiki/Anticorps', 'https://fr.wikipedia.org/wiki/Faux_positif', 'https://fr.wikipedia.org/wiki/Porteur_sain', 'https://fr.wikipedia.org/wiki/Agence_fédérale_des_médicaments_et_des_produits_de_santé']",Medical disinformation,Quick diagnostic tests sold online,Quick diagnostic tests sold online
Vaccin contre la grippe,Vaccin contre la grippe,Désinformation médicale,"['/wiki/Agence_France-Presse', '/wiki/Vaccin_contre_la_grippe_saisonnière', '/wiki/Département_de_la_Défense_des_États-Unis', '/wiki/Le_Monde', '/wiki/AgoraVox', '/wiki/Judy_Mikovits']","['https://fr.wikipedia.org/wiki/Agence_France-Presse', 'https://fr.wikipedia.org/wiki/Vaccin_contre_la_grippe_saisonnière', 'https://fr.wikipedia.org/wiki/Département_de_la_Défense_des_États-Unis', 'https://fr.wikipedia.org/wiki/Le_Monde', 'https://fr.wikipedia.org/wiki/AgoraVox', 'https://fr.wikipedia.org/wiki/Judy_Mikovits']",Medical disinformation,Vaccine against influenza,Vaccine against influenza
Interprétation erronée des déclarations spontanées des effets secondaires des vaccins,Interprétation erronée des déclarations spontanées des effets secondaires des vaccins,Désinformation médicale,[],[],Medical disinformation,Erroneous interpretation of spontaneous declarations of the side effects of vaccines,Erroneous interpretation of spontaneous declarations of the side effects of vaccines
"Transfusion, don de sperme de personnes vaccinées","Transfusion, don de sperme de personnes vaccinées",Désinformation médicale,"['/wiki/Transfusion_sanguine', '/wiki/Nouvelle-Zélande']","['https://fr.wikipedia.org/wiki/Transfusion_sanguine', 'https://fr.wikipedia.org/wiki/Nouvelle-Zélande']",Medical disinformation,"Transfusion, sperm of vaccinated people","Transfusion, sperm of vaccinated people"
Informatique et tentatives de fraude par courriel,Informatique et tentatives de fraude par courriel,Désinformation liée aux systèmes et aux autorités,"['/wiki/Check_Point', '/wiki/Hameçonnage', '/wiki/Virus_informatique', '/wiki/Hyperlien', '/wiki/Université_Johns-Hopkins', '/wiki/Logiciel_malveillant', '/wiki/Centre_de_la_sécurité_des_télécommunications_Canada', '/wiki/Canada', '/wiki/Android', '/wiki/Google_Play', '/wiki/Hameçonnage', '/wiki/Gendarmerie_royale_du_Canada', '/wiki/Google', '/wiki/Courrier_électronique', '/wiki/Hameçonnage', '/wiki/Gmail', '/wiki/Spam', ""/wiki/Bon_d'achat""]","['https://fr.wikipedia.org/wiki/Check_Point', 'https://fr.wikipedia.org/wiki/Hameçonnage', 'https://fr.wikipedia.org/wiki/Virus_informatique', 'https://fr.wikipedia.org/wiki/Hyperlien', 'https://fr.wikipedia.org/wiki/Université_Johns-Hopkins', 'https://fr.wikipedia.org/wiki/Logiciel_malveillant', 'https://fr.wikipedia.org/wiki/Centre_de_la_sécurité_des_télécommunications_Canada', 'https://fr.wikipedia.org/wiki/Canada', 'https://fr.wikipedia.org/wiki/Android', 'https://fr.wikipedia.org/wiki/Google_Play', 'https://fr.wikipedia.org/wiki/Hameçonnage', 'https://fr.wikipedia.org/wiki/Gendarmerie_royale_du_Canada', 'https://fr.wikipedia.org/wiki/Google', 'https://fr.wikipedia.org/wiki/Courrier_électronique', 'https://fr.wikipedia.org/wiki/Hameçonnage', 'https://fr.wikipedia.org/wiki/Gmail', 'https://fr.wikipedia.org/wiki/Spam', ""https://fr.wikipedia.org/wiki/Bon_d'achat""]",Disinformation linked to systems and authorities,IT and Fraud attempts by email,IT and Fraud attempts by email
Réutilisation de canulars et fausses informations déjà publiées,Réutilisation de canulars et fausses informations déjà publiées,Désinformation liée aux systèmes et aux autorités,"['/wiki/Georgetown_(Texas)', '/wiki/Micro_cravate', '/wiki/Défécation', '/wiki/Donald_Trump', '/wiki/WhatsApp']","['https://fr.wikipedia.org/wiki/Georgetown_(Texas)', 'https://fr.wikipedia.org/wiki/Micro_cravate', 'https://fr.wikipedia.org/wiki/Défécation', 'https://fr.wikipedia.org/wiki/Donald_Trump', 'https://fr.wikipedia.org/wiki/WhatsApp']",Disinformation linked to systems and authorities,Reuse of hoaxes and false information already published,Reuse of hoaxes and false information already published
Fermeture de villes et régions géographiques,Fermeture de villes et régions géographiques,Désinformation liée aux systèmes et aux autorités,"['/wiki/New_York', '/wiki/Provinces_et_territoires_du_Canada', '/wiki/Québec']","['https://fr.wikipedia.org/wiki/New_York', 'https://fr.wikipedia.org/wiki/Provinces_et_territoires_du_Canada', 'https://fr.wikipedia.org/wiki/Québec']",Disinformation linked to systems and authorities,Closure of cities and geographic regions,Closure of cities and geographic regions
Urgences hospitalières vides,Urgences hospitalières vides,Désinformation liée aux systèmes et aux autorités,"['/wiki/Urgences', '/wiki/Service_de_réanimation', '/wiki/Los_Angeles', '/wiki/Billy_Six']","['https://fr.wikipedia.org/wiki/Urgences', 'https://fr.wikipedia.org/wiki/Service_de_réanimation', 'https://fr.wikipedia.org/wiki/Los_Angeles', 'https://fr.wikipedia.org/wiki/Billy_Six']",Disinformation linked to systems and authorities,Empty hospital emergencies,Empty hospital emergencies
Afrique de l'Ouest,Afrique de l'Ouest,Désinformation par pays et secteurs géographiques,"['/wiki/Emmanuel_Macron', '/wiki/Organisation_mondiale_de_la_santé', '/wiki/Organisation_des_Nations_unies', '/wiki/António_Guterres', '/wiki/Agence_France-Presse', '/wiki/Hôpital_Cochin', '/wiki/Vaccin_bilié_de_Calmette_et_Guérin']","['https://fr.wikipedia.org/wiki/Emmanuel_Macron', 'https://fr.wikipedia.org/wiki/Organisation_mondiale_de_la_santé', 'https://fr.wikipedia.org/wiki/Organisation_des_Nations_unies', 'https://fr.wikipedia.org/wiki/António_Guterres', 'https://fr.wikipedia.org/wiki/Agence_France-Presse', 'https://fr.wikipedia.org/wiki/Hôpital_Cochin', 'https://fr.wikipedia.org/wiki/Vaccin_bilié_de_Calmette_et_Guérin']",Disinformation by country and geographic sectors,West Africa,West Africa
Arabie saoudite,Arabie saoudite,Désinformation par pays et secteurs géographiques,"['/wiki/Qatar', '/wiki/Vision_2030_(Arabie_saoudite)', '/wiki/Mohammed_ben_Salmane']","['https://fr.wikipedia.org/wiki/Qatar', 'https://fr.wikipedia.org/wiki/Vision_2030_(Arabie_saoudite)', 'https://fr.wikipedia.org/wiki/Mohammed_ben_Salmane']",Disinformation by country and geographic sectors,Saudi Arabia,Saudi Arabia
Belgique,Belgique,Désinformation par pays et secteurs géographiques,"['/wiki/Pandémie_de_Covid-19_en_Belgique', '/wiki/Belgique', '/wiki/Bpost', '/wiki/Organisation_mondiale_de_la_santé', '/wiki/Cliniques_universitaires_Saint-Luc', '/wiki/Région_de_Bruxelles-Capitale']","['https://fr.wikipedia.org/wiki/Pandémie_de_Covid-19_en_Belgique', 'https://fr.wikipedia.org/wiki/Belgique', 'https://fr.wikipedia.org/wiki/Bpost', 'https://fr.wikipedia.org/wiki/Organisation_mondiale_de_la_santé', 'https://fr.wikipedia.org/wiki/Cliniques_universitaires_Saint-Luc', 'https://fr.wikipedia.org/wiki/Région_de_Bruxelles-Capitale']",Disinformation by country and geographic sectors,Belgium,Belgium
Brésil,Brésil,Désinformation par pays et secteurs géographiques,"['/wiki/Pandémie_de_Covid-19_au_Brésil', '/wiki/Vinaigre', '/wiki/Acide_acétique', '/wiki/Éther_diéthylique', '/wiki/Chloroforme', '/wiki/Oseltamivir']","['https://fr.wikipedia.org/wiki/Pandémie_de_Covid-19_au_Brésil', 'https://fr.wikipedia.org/wiki/Vinaigre', 'https://fr.wikipedia.org/wiki/Acide_acétique', 'https://fr.wikipedia.org/wiki/Éther_diéthylique', 'https://fr.wikipedia.org/wiki/Chloroforme', 'https://fr.wikipedia.org/wiki/Oseltamivir']",Disinformation by country and geographic sectors,Brazil,Brazil
Burkina Faso,Burkina Faso,Désinformation par pays et secteurs géographiques,"['/wiki/Pandémie_de_Covid-19_au_Burkina_Faso', '/wiki/Burkina_Faso']","['https://fr.wikipedia.org/wiki/Pandémie_de_Covid-19_au_Burkina_Faso', 'https://fr.wikipedia.org/wiki/Burkina_Faso']",Disinformation by country and geographic sectors,Burkina Faso,Burkina Faso
Canada,Canada,Désinformation par pays et secteurs géographiques,"['/wiki/Pandémie_de_Covid-19_au_Canada', '/wiki/Rappel_de_produit', '/wiki/Costco', '/wiki/Olymel', '/wiki/Québec', '/wiki/Air_Transat', '/wiki/Groupe_sanguin', '/wiki/François_Legault', ""/wiki/Poisson_d'avril"", '/wiki/Service_de_police_de_la_Ville_de_Montréal', '/wiki/CBC_Television']","['https://fr.wikipedia.org/wiki/Pandémie_de_Covid-19_au_Canada', 'https://fr.wikipedia.org/wiki/Rappel_de_produit', 'https://fr.wikipedia.org/wiki/Costco', 'https://fr.wikipedia.org/wiki/Olymel', 'https://fr.wikipedia.org/wiki/Québec', 'https://fr.wikipedia.org/wiki/Air_Transat', 'https://fr.wikipedia.org/wiki/Groupe_sanguin', 'https://fr.wikipedia.org/wiki/François_Legault', ""https://fr.wikipedia.org/wiki/Poisson_d'avril"", 'https://fr.wikipedia.org/wiki/Service_de_police_de_la_Ville_de_Montréal', 'https://fr.wikipedia.org/wiki/CBC_Television']",Disinformation by country and geographic sectors,Canada,Canada
Chine,Chine,Désinformation par pays et secteurs géographiques,"['/wiki/Pandémie_de_Covid-19_en_Chine', '/wiki/Institut_de_virologie_de_Wuhan', '/wiki/Académie_chinoise_des_sciences']","['https://fr.wikipedia.org/wiki/Pandémie_de_Covid-19_en_Chine', 'https://fr.wikipedia.org/wiki/Institut_de_virologie_de_Wuhan', 'https://fr.wikipedia.org/wiki/Académie_chinoise_des_sciences']",Disinformation by country and geographic sectors,Chine,Chine
Corée du Sud,Corée du Sud,Désinformation par pays et secteurs géographiques,"['/wiki/Pandémie_de_Covid-19_en_Corée_du_Sud', '/wiki/Corée_du_Sud']","['https://fr.wikipedia.org/wiki/Pandémie_de_Covid-19_en_Corée_du_Sud', 'https://fr.wikipedia.org/wiki/Corée_du_Sud']",Disinformation by country and geographic sectors,South Korea,South Korea
Côte d'Ivoire,Côte d'Ivoire,Désinformation par pays et secteurs géographiques,"[""/wiki/Pandémie_de_Covid-19_en_Côte_d'Ivoire"", '/wiki/Margousier', ""/wiki/Côte_d'Ivoire"", '/wiki/Fake_news']","[""https://fr.wikipedia.org/wiki/Pandémie_de_Covid-19_en_Côte_d'Ivoire"", 'https://fr.wikipedia.org/wiki/Margousier', ""https://fr.wikipedia.org/wiki/Côte_d'Ivoire"", 'https://fr.wikipedia.org/wiki/Fake_news']",Disinformation by country and geographic sectors,Ivory Coast,Ivory Coast
Estonie,Estonie,Désinformation par pays et secteurs géographiques,"['/wiki/Pandémie_de_Covid-19_en_Estonie', '/wiki/Estonie', '/wiki/Mart_Helme', '/wiki/Rhume', '/wiki/Graisse_animale']","['https://fr.wikipedia.org/wiki/Pandémie_de_Covid-19_en_Estonie', 'https://fr.wikipedia.org/wiki/Estonie', 'https://fr.wikipedia.org/wiki/Mart_Helme', 'https://fr.wikipedia.org/wiki/Rhume', 'https://fr.wikipedia.org/wiki/Graisse_animale']",Disinformation by country and geographic sectors,Estonia,Estonia
États-Unis,États-Unis,Désinformation par pays et secteurs géographiques,"['/wiki/Pandémie_de_Covid-19_aux_États-Unis', '/wiki/Lawrence_Kudlow', '/wiki/Donald_Trump', '/wiki/Forum_économique_mondial', '/wiki/Donald_Trump', '/wiki/Lawrence_Kudlow', '/wiki/SARS-CoV-2', '/wiki/Sean_Hannity', '/wiki/Taux_de_mortalité', '/wiki/Organisation_mondiale_de_la_santé', '/wiki/Parti_démocrate_(États-Unis)', '/wiki/Maison-Blanche', '/wiki/Présidence_de_Donald_Trump', '/wiki/SARS-CoV', '/wiki/Taux_de_létalité', '/wiki/Vaccin_contre_la_Covid-19', '/wiki/Anthony_Fauci', '/wiki/Chloroquine', '/wiki/Food_and_Drug_Administration', '/wiki/Essai_clinique', '/wiki/Chloroquine', '/wiki/Paludisme', '/wiki/Hydroxychloroquine', '/wiki/Lupus_érythémateux_disséminé', '/wiki/Arthrite', '/wiki/Effet_secondaire_(médecine)', '/wiki/Trouble_du_rythme_cardiaque', '/wiki/Acouphène', '/wiki/Trouble_de_la_vision', '/wiki/Faiblesse_musculaire', '/wiki/Arizona', '/wiki/Automédication', '/wiki/Respirateur_artificiel', '/wiki/General_Motors', '/wiki/Ford', '/wiki/Associated_Press']","['https://fr.wikipedia.org/wiki/Pandémie_de_Covid-19_aux_États-Unis', 'https://fr.wikipedia.org/wiki/Lawrence_Kudlow', 'https://fr.wikipedia.org/wiki/Donald_Trump', 'https://fr.wikipedia.org/wiki/Forum_économique_mondial', 'https://fr.wikipedia.org/wiki/Donald_Trump', 'https://fr.wikipedia.org/wiki/Lawrence_Kudlow', 'https://fr.wikipedia.org/wiki/SARS-CoV-2', 'https://fr.wikipedia.org/wiki/Sean_Hannity', 'https://fr.wikipedia.org/wiki/Taux_de_mortalité', 'https://fr.wikipedia.org/wiki/Organisation_mondiale_de_la_santé', 'https://fr.wikipedia.org/wiki/Parti_démocrate_(États-Unis)', 'https://fr.wikipedia.org/wiki/Maison-Blanche', 'https://fr.wikipedia.org/wiki/Présidence_de_Donald_Trump', 'https://fr.wikipedia.org/wiki/SARS-CoV', 'https://fr.wikipedia.org/wiki/Taux_de_létalité', 'https://fr.wikipedia.org/wiki/Vaccin_contre_la_Covid-19', 'https://fr.wikipedia.org/wiki/Anthony_Fauci', 'https://fr.wikipedia.org/wiki/Chloroquine', 'https://fr.wikipedia.org/wiki/Food_and_Drug_Administration', 'https://fr.wikipedia.org/wiki/Essai_clinique', 'https://fr.wikipedia.org/wiki/Chloroquine', 'https://fr.wikipedia.org/wiki/Paludisme', 'https://fr.wikipedia.org/wiki/Hydroxychloroquine', 'https://fr.wikipedia.org/wiki/Lupus_érythémateux_disséminé', 'https://fr.wikipedia.org/wiki/Arthrite', 'https://fr.wikipedia.org/wiki/Effet_secondaire_(médecine)', 'https://fr.wikipedia.org/wiki/Trouble_du_rythme_cardiaque', 'https://fr.wikipedia.org/wiki/Acouphène', 'https://fr.wikipedia.org/wiki/Trouble_de_la_vision', 'https://fr.wikipedia.org/wiki/Faiblesse_musculaire', 'https://fr.wikipedia.org/wiki/Arizona', 'https://fr.wikipedia.org/wiki/Automédication', 'https://fr.wikipedia.org/wiki/Respirateur_artificiel', 'https://fr.wikipedia.org/wiki/General_Motors', 'https://fr.wikipedia.org/wiki/Ford', 'https://fr.wikipedia.org/wiki/Associated_Press']",Disinformation by country and geographic sectors,UNITED STATES,UNITED STATES
Produits miracles,États-Unis,Désinformation par pays et secteurs géographiques,"['/wiki/QAnon', '/wiki/Supplément_alimentaire_minéral_miraculeux', '/wiki/Eau_de_Javel', '/wiki/Food_and_Drug_Administration', '/wiki/Télévangélisme', '/wiki/Naturopathie', '/wiki/Food_and_Drug_Administration', '/wiki/Alex_Jones', '/wiki/Kenneth_Copeland', '/wiki/Péché', '/wiki/Dîme', '/wiki/Lawrence_Kudlow', '/wiki/Donald_Trump', '/wiki/Forum_économique_mondial', '/wiki/Donald_Trump', '/wiki/Lawrence_Kudlow', '/wiki/SARS-CoV-2', '/wiki/Sean_Hannity', '/wiki/Taux_de_mortalité', '/wiki/Organisation_mondiale_de_la_santé', '/wiki/Parti_démocrate_(États-Unis)', '/wiki/Maison-Blanche', '/wiki/Présidence_de_Donald_Trump', '/wiki/SARS-CoV', '/wiki/Taux_de_létalité', '/wiki/Vaccin_contre_la_Covid-19', '/wiki/Anthony_Fauci', '/wiki/Chloroquine', '/wiki/Food_and_Drug_Administration', '/wiki/Essai_clinique', '/wiki/Chloroquine', '/wiki/Paludisme', '/wiki/Hydroxychloroquine', '/wiki/Lupus_érythémateux_disséminé', '/wiki/Arthrite', '/wiki/Effet_secondaire_(médecine)', '/wiki/Trouble_du_rythme_cardiaque', '/wiki/Acouphène', '/wiki/Trouble_de_la_vision', '/wiki/Faiblesse_musculaire', '/wiki/Arizona', '/wiki/Automédication', '/wiki/Respirateur_artificiel', '/wiki/General_Motors', '/wiki/Ford', '/wiki/Associated_Press']","['https://fr.wikipedia.org/wiki/QAnon', 'https://fr.wikipedia.org/wiki/Supplément_alimentaire_minéral_miraculeux', 'https://fr.wikipedia.org/wiki/Eau_de_Javel', 'https://fr.wikipedia.org/wiki/Food_and_Drug_Administration', 'https://fr.wikipedia.org/wiki/Télévangélisme', 'https://fr.wikipedia.org/wiki/Naturopathie', 'https://fr.wikipedia.org/wiki/Food_and_Drug_Administration', 'https://fr.wikipedia.org/wiki/Alex_Jones', 'https://fr.wikipedia.org/wiki/Kenneth_Copeland', 'https://fr.wikipedia.org/wiki/Péché', 'https://fr.wikipedia.org/wiki/Dîme', 'https://fr.wikipedia.org/wiki/Lawrence_Kudlow', 'https://fr.wikipedia.org/wiki/Donald_Trump', 'https://fr.wikipedia.org/wiki/Forum_économique_mondial', 'https://fr.wikipedia.org/wiki/Donald_Trump', 'https://fr.wikipedia.org/wiki/Lawrence_Kudlow', 'https://fr.wikipedia.org/wiki/SARS-CoV-2', 'https://fr.wikipedia.org/wiki/Sean_Hannity', 'https://fr.wikipedia.org/wiki/Taux_de_mortalité', 'https://fr.wikipedia.org/wiki/Organisation_mondiale_de_la_santé', 'https://fr.wikipedia.org/wiki/Parti_démocrate_(États-Unis)', 'https://fr.wikipedia.org/wiki/Maison-Blanche', 'https://fr.wikipedia.org/wiki/Présidence_de_Donald_Trump', 'https://fr.wikipedia.org/wiki/SARS-CoV', 'https://fr.wikipedia.org/wiki/Taux_de_létalité', 'https://fr.wikipedia.org/wiki/Vaccin_contre_la_Covid-19', 'https://fr.wikipedia.org/wiki/Anthony_Fauci', 'https://fr.wikipedia.org/wiki/Chloroquine', 'https://fr.wikipedia.org/wiki/Food_and_Drug_Administration', 'https://fr.wikipedia.org/wiki/Essai_clinique', 'https://fr.wikipedia.org/wiki/Chloroquine', 'https://fr.wikipedia.org/wiki/Paludisme', 'https://fr.wikipedia.org/wiki/Hydroxychloroquine', 'https://fr.wikipedia.org/wiki/Lupus_érythémateux_disséminé', 'https://fr.wikipedia.org/wiki/Arthrite', 'https://fr.wikipedia.org/wiki/Effet_secondaire_(médecine)', 'https://fr.wikipedia.org/wiki/Trouble_du_rythme_cardiaque', 'https://fr.wikipedia.org/wiki/Acouphène', 'https://fr.wikipedia.org/wiki/Trouble_de_la_vision', 'https://fr.wikipedia.org/wiki/Faiblesse_musculaire', 'https://fr.wikipedia.org/wiki/Arizona', 'https://fr.wikipedia.org/wiki/Automédication', 'https://fr.wikipedia.org/wiki/Respirateur_artificiel', 'https://fr.wikipedia.org/wiki/General_Motors', 'https://fr.wikipedia.org/wiki/Ford', 'https://fr.wikipedia.org/wiki/Associated_Press']",Disinformation by country and geographic sectors,UNITED STATES,Miracle products
Désinformation concernant la chloroquine,États-Unis,Désinformation par pays et secteurs géographiques,"['/wiki/Lawrence_Kudlow', '/wiki/Donald_Trump', '/wiki/Forum_économique_mondial', '/wiki/Donald_Trump', '/wiki/Lawrence_Kudlow', '/wiki/SARS-CoV-2', '/wiki/Sean_Hannity', '/wiki/Taux_de_mortalité', '/wiki/Organisation_mondiale_de_la_santé', '/wiki/Parti_démocrate_(États-Unis)', '/wiki/Maison-Blanche', '/wiki/Présidence_de_Donald_Trump', '/wiki/SARS-CoV', '/wiki/Taux_de_létalité', '/wiki/Vaccin_contre_la_Covid-19', '/wiki/Anthony_Fauci', '/wiki/Chloroquine', '/wiki/Food_and_Drug_Administration', '/wiki/Essai_clinique', '/wiki/Chloroquine', '/wiki/Paludisme', '/wiki/Hydroxychloroquine', '/wiki/Lupus_érythémateux_disséminé', '/wiki/Arthrite', '/wiki/Effet_secondaire_(médecine)', '/wiki/Trouble_du_rythme_cardiaque', '/wiki/Acouphène', '/wiki/Trouble_de_la_vision', '/wiki/Faiblesse_musculaire', '/wiki/Arizona', '/wiki/Automédication', '/wiki/Respirateur_artificiel', '/wiki/General_Motors', '/wiki/Ford', '/wiki/Associated_Press']","['https://fr.wikipedia.org/wiki/Lawrence_Kudlow', 'https://fr.wikipedia.org/wiki/Donald_Trump', 'https://fr.wikipedia.org/wiki/Forum_économique_mondial', 'https://fr.wikipedia.org/wiki/Donald_Trump', 'https://fr.wikipedia.org/wiki/Lawrence_Kudlow', 'https://fr.wikipedia.org/wiki/SARS-CoV-2', 'https://fr.wikipedia.org/wiki/Sean_Hannity', 'https://fr.wikipedia.org/wiki/Taux_de_mortalité', 'https://fr.wikipedia.org/wiki/Organisation_mondiale_de_la_santé', 'https://fr.wikipedia.org/wiki/Parti_démocrate_(États-Unis)', 'https://fr.wikipedia.org/wiki/Maison-Blanche', 'https://fr.wikipedia.org/wiki/Présidence_de_Donald_Trump', 'https://fr.wikipedia.org/wiki/SARS-CoV', 'https://fr.wikipedia.org/wiki/Taux_de_létalité', 'https://fr.wikipedia.org/wiki/Vaccin_contre_la_Covid-19', 'https://fr.wikipedia.org/wiki/Anthony_Fauci', 'https://fr.wikipedia.org/wiki/Chloroquine', 'https://fr.wikipedia.org/wiki/Food_and_Drug_Administration', 'https://fr.wikipedia.org/wiki/Essai_clinique', 'https://fr.wikipedia.org/wiki/Chloroquine', 'https://fr.wikipedia.org/wiki/Paludisme', 'https://fr.wikipedia.org/wiki/Hydroxychloroquine', 'https://fr.wikipedia.org/wiki/Lupus_érythémateux_disséminé', 'https://fr.wikipedia.org/wiki/Arthrite', 'https://fr.wikipedia.org/wiki/Effet_secondaire_(médecine)', 'https://fr.wikipedia.org/wiki/Trouble_du_rythme_cardiaque', 'https://fr.wikipedia.org/wiki/Acouphène', 'https://fr.wikipedia.org/wiki/Trouble_de_la_vision', 'https://fr.wikipedia.org/wiki/Faiblesse_musculaire', 'https://fr.wikipedia.org/wiki/Arizona', 'https://fr.wikipedia.org/wiki/Automédication', 'https://fr.wikipedia.org/wiki/Respirateur_artificiel', 'https://fr.wikipedia.org/wiki/General_Motors', 'https://fr.wikipedia.org/wiki/Ford', 'https://fr.wikipedia.org/wiki/Associated_Press']",Disinformation by country and geographic sectors,UNITED STATES,Disinformation concerning chloroquine
